ts=20:24:25 | fn=TTI | prompt="dog sleeping on a hill" | seed=4444 | cfg=1
ts=21:05:14 | fn=TTI | prompt=". View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:14 | fn=TTI | prompt=". Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:14 | fn=TTI | prompt=". Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:14 | fn=TTI | prompt=". Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:14 | fn=TTI | prompt="Orange sky with orange clouds. Movie concept art.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:14 | fn=TTI | prompt="Orange sky with orange clouds. Movie concept art.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt=". Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt=". View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt="Orange sky with orange clouds. Movie concept art.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt=". Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt=". Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt=". Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt="Orange sky with orange clouds. Movie concept art.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt="Orange sky with orange clouds. Movie concept art.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt=". Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:15 | fn=TTI | prompt=". Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Captivating movie concept art of orange sky with orange clouds.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Concept art for a movie: Orange clouds and sky.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Captivating movie concept art of orange sky with orange clouds.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Orange clouds over an orange tinted sky in movie concept art.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Movie concept art: Sky and clouds in shades of orange.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Movie concept art: Sky and clouds in shades of orange.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Movie concept art: Sky and clouds in shades of orange.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Movie concept art: Sky and clouds in shades of orange.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Orange clouds over an orange tinted sky in movie concept art.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:20 | fn=TTI | prompt="Concept art for a movie: Orange clouds and sky.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:25 | fn=TTI | prompt="Captivating movie concept art of orange sky with orange clouds.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:25 | fn=TTI | prompt="Captivating movie concept art of orange sky with orange clouds.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:25 | fn=TTI | prompt="Movie concept art: Sky and clouds in shades of orange.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:25 | fn=TTI | prompt="Concept art for a movie: Orange clouds and sky.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:25 | fn=TTI | prompt="Concept art for a movie: Orange clouds and sky.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:26 | fn=TTI | prompt="Orange clouds over an orange tinted sky in movie concept art.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:26 | fn=TTI | prompt="Orange clouds over an orange tinted sky in movie concept art.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:26 | fn=TTI | prompt="Captivating movie concept art of orange sky with orange clouds.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:27 | fn=TTI | prompt="Orange clouds over an orange tinted sky in movie concept art.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:27 | fn=TTI | prompt="Concept art for a movie: Orange clouds and sky.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:51 | fn=TTI | prompt=". Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:51 | fn=TTI | prompt=". Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:51 | fn=ALTERNATIVES | prompt="alternative ways to say "Cloudy sky. Movie concept art."" | length=4
ts=21:05:51 | fn=TTI | prompt="Cloudy sky. Movie concept art.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:51 | fn=TTI | prompt="Cloudy sky. Movie concept art.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:51 | fn=TTI | prompt=". Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:51 | fn=TTI | prompt=". View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:51 | fn=TTI | prompt=". Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:51 | fn=TTI | prompt=". Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:51 | fn=TTI | prompt="Cloudy sky. Movie concept art.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt=". Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt=". Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt=". View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt="Cloudy sky. Movie concept art.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt=". Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt=". View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt="Cloudy sky. Movie concept art.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt=". Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:52 | fn=TTI | prompt=". Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:53 | fn=TTI | prompt=". Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:53 | fn=TTI | prompt=". Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Overcast atmosphere. Artistic representation of a film scene.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Overcast atmosphere. Artistic representation of a film scene.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Gloomy skies. Visual depiction for a movie idea.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Overcast atmosphere. Artistic representation of a film scene.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Hazy overhead. Design concept for a film.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Gloomy skies. Visual depiction for a movie idea.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Hazy overhead. Design concept for a film.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Overcast atmosphere. Artistic representation of a film scene.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Overcast atmosphere. Artistic representation of a film scene.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:05:58 | fn=TTI | prompt="Grey clouds. Illustration for a cinematic concept.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:06:03 | fn=TTI | prompt="Grey clouds. Illustration for a cinematic concept.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:06:03 | fn=TTI | prompt="Hazy overhead. Design concept for a film.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:06:03 | fn=TTI | prompt="Hazy overhead. Design concept for a film.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:06:04 | fn=TTI | prompt="Gloomy skies. Visual depiction for a movie idea.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:06:04 | fn=TTI | prompt="Gloomy skies. Visual depiction for a movie idea.. Panoramic sight of massive flying saucer from viewing platform" | seed=1234 | cfg=20
ts=21:06:04 | fn=TTI | prompt="Hazy overhead. Design concept for a film.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:06:04 | fn=TTI | prompt="Grey clouds. Illustration for a cinematic concept.. Bird's eye view of massive UFO from observatory" | seed=1234 | cfg=20
ts=21:06:04 | fn=TTI | prompt="Gloomy skies. Visual depiction for a movie idea.. View out of an observation deck. Large alien spaceship in sky." | seed=1234 | cfg=20
ts=21:06:04 | fn=TTI | prompt="Grey clouds. Illustration for a cinematic concept.. Observation deck overlooking gigantic extraterrestrial craft" | seed=1234 | cfg=20
ts=21:06:04 | fn=TTI | prompt="Grey clouds. Illustration for a cinematic concept.. Spectacular view of enormous alien vessel from lookout point" | seed=1234 | cfg=20
ts=21:06:52 | fn=TTI | prompt="View from the ground, elevation angle around 50 degrees. The spaceship is partly occluded by buildings like looking up from a valley of buildings." | seed=1234 | cfg=13
