ts=16:19:33 | fn=TTI | prompt="a brutalist monument on a hill, 8k, hdr, digital painting, by ansel adams" | seed=5555 | cfg=17
ts=16:50:34 | fn=TTI | prompt="ship hover over city of seattle at night,spaceship entering atmosphere,surrealism,monochromatic,streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship entering atmosphere,surrealism,monochromatic" | seed=1234 | cfg=13
ts=16:50:34 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship entering atmosphere,surrealism,monochromatic" | seed=1234 | cfg=13
ts=16:50:34 | fn=TTI | prompt="spaceship entering atmosphere,impressionism,analogous" | seed=1234 | cfg=13
ts=16:50:34 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship entering atmosphere,abstract expressionism,complementary" | seed=1234 | cfg=13
ts=16:50:38 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,split complementary,spaceship entering atmosphere,cubism,split complementary" | seed=1234 | cfg=13
ts=16:50:39 | fn=TTI | prompt="ship hover over city of seattle at night,spaceship entering atmosphere,impressionism,analogous,streetview of reporter in seattle, spaceshit in the sky,analogous,spaceship entering atmosphere,impressionism,analogous" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="spaceship ufo in the sky,cubism,split complementary" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="spaceship ufo in the sky,surrealism,monochromatic" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,analogous,spaceship ufo in the sky,impressionism,analogous" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,abstract expressionism,complementary" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="ship hover over city of seattle at night,spaceship ufo in the sky,abstract expressionism,complementary,streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,abstract expressionism,complementary" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="ship hover over city of seattle at night,spaceship ufo in the sky,surrealism,monochromatic,streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,surrealism,monochromatic" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="spaceship ufo in the sky,impressionism,analogous" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,surrealism,monochromatic" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="spaceship ufo in the sky,abstract expressionism,complementary" | seed=1234 | cfg=13
ts=16:51:06 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,split complementary,spaceship ufo in the sky,cubism,split complementary" | seed=1234 | cfg=13
ts=16:51:12 | fn=TTI | prompt="ship hover over city of seattle at night,spaceship ufo in the sky,impressionism,analogous,streetview of reporter in seattle, spaceshit in the sky,analogous,spaceship ufo in the sky,impressionism,analogous" | seed=1234 | cfg=13
ts=16:51:12 | fn=TTI | prompt="ship hover over city of seattle at night,spaceship ufo in the sky,cubism,split complementary,streetview of reporter in seattle, spaceshit in the sky,split complementary,spaceship ufo in the sky,cubism,split complementary" | seed=1234 | cfg=13
ts=16:51:31 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,surrealism,monochromatic,streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,surrealism,monochromatic" | seed=1234 | cfg=13
ts=16:51:31 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,abstract expressionism,complementary,streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,abstract expressionism,complementary" | seed=1234 | cfg=13
ts=16:51:31 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,cubism,split complementary,streetview of reporter in seattle, spaceshit in the sky,split complementary,spaceship ufo in the sky,cubism,split complementary" | seed=1234 | cfg=13
ts=16:51:31 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,impressionism,analogous,streetview of reporter in seattle, spaceshit in the sky,analogous,spaceship ufo in the sky,impressionism,analogous" | seed=1234 | cfg=13
ts=16:52:55 | fn=GPT_LIST | prompt="different color combination color schemes" | length=5
ts=16:52:55 | fn=GPT_LIST | prompt="different art movements" | length=5
ts=16:52:55 | fn=TTI | prompt="spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:52:55 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:52:55 | fn=TTI | prompt="spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:52:55 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:52:55 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,,,streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:52:55 | fn=TTI | prompt="spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:52:55 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:52:55 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,,,streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:52:56 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,,,streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,," | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="spaceship ufo in the sky,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,Complementary,spaceship ufo in the sky,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Baroque,Complementary,streetview of reporter in seattle, spaceshit in the sky,Complementary,spaceship ufo in the sky,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,Analogous,spaceship ufo in the sky,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="spaceship ufo in the sky,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,Split-Complementary,spaceship ufo in the sky,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Renaissance,Analogous,streetview of reporter in seattle, spaceshit in the sky,Analogous,spaceship ufo in the sky,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="spaceship ufo in the sky,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Impressionism,Triad,streetview of reporter in seattle, spaceshit in the sky,Triad,spaceship ufo in the sky,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:53:01 | fn=TTI | prompt="spaceship ufo in the sky,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:53:05 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,Triad,spaceship ufo in the sky,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:53:05 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Surrealism,Split-Complementary,streetview of reporter in seattle, spaceshit in the sky,Split-Complementary,spaceship ufo in the sky,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:53:33 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,,split complementary,streetview of reporter in seattle, spaceshit in the sky,split complementary,spaceship ufo in the sky,,split complementary" | seed=1234 | cfg=13
ts=16:53:33 | fn=TTI | prompt="spaceship ufo in the sky,,monochromatic" | seed=1234 | cfg=13
ts=16:53:33 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,,monochromatic,streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,,monochromatic" | seed=1234 | cfg=13
ts=16:53:33 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,,complementary" | seed=1234 | cfg=13
ts=16:53:33 | fn=GPT_LIST | prompt="different filming angles" | length=5
ts=16:53:33 | fn=TTI | prompt="spaceship ufo in the sky,,complementary" | seed=1234 | cfg=13
ts=16:53:33 | fn=TTI | prompt="spaceship ufo in the sky,,split complementary" | seed=1234 | cfg=13
ts=16:53:33 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,split complementary,spaceship ufo in the sky,,split complementary" | seed=1234 | cfg=13
ts=16:53:33 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,,monochromatic" | seed=1234 | cfg=13
ts=16:53:33 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,,complementary,streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,,complementary" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="spaceship ufo in the sky,Medium shot,monochromatic" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Medium shot,monochromatic,streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,Medium shot,monochromatic" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Wide shot,analogous,streetview of reporter in seattle, spaceshit in the sky,analogous,spaceship ufo in the sky,Wide shot,analogous" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,Medium shot,monochromatic" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="spaceship ufo in the sky,Close-up,complementary" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,Close-up,complementary" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Close-up,complementary,streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,Close-up,complementary" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,analogous,spaceship ufo in the sky,Wide shot,analogous" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="spaceship ufo in the sky,Wide shot,analogous" | seed=1234 | cfg=13
ts=16:53:40 | fn=TTI | prompt="spaceship ufo in the sky,Over-the-shoulder shot,split complementary" | seed=1234 | cfg=13
ts=16:53:45 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Over-the-shoulder shot,split complementary,streetview of reporter in seattle, spaceshit in the sky,split complementary,spaceship ufo in the sky,Over-the-shoulder shot,split complementary" | seed=1234 | cfg=13
ts=16:53:45 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,split complementary,spaceship ufo in the sky,Over-the-shoulder shot,split complementary" | seed=1234 | cfg=13
ts=16:55:56 | fn=GPT_LIST | prompt="color schemes" | length=5
ts=16:55:56 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Over-the-shoulder shot,,streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,Over-the-shoulder shot," | seed=1234 | cfg=13
ts=16:55:56 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,Over-the-shoulder shot," | seed=1234 | cfg=13
ts=16:55:56 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Medium shot,,streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,Medium shot," | seed=1234 | cfg=13
ts=16:55:56 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,Close-up," | seed=1234 | cfg=13
ts=16:55:56 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,Medium shot," | seed=1234 | cfg=13
ts=16:55:56 | fn=TTI | prompt="spaceship ufo in the sky,Close-up," | seed=1234 | cfg=13
ts=16:55:57 | fn=TTI | prompt="spaceship ufo in the sky,Medium shot," | seed=1234 | cfg=13
ts=16:55:57 | fn=TTI | prompt="spaceship ufo in the sky,Over-the-shoulder shot," | seed=1234 | cfg=13
ts=16:55:57 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Close-up,,streetview of reporter in seattle, spaceshit in the sky,,spaceship ufo in the sky,Close-up," | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="spaceship ufo in the sky,Over-the-shoulder shot,triadic" | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,Wide shot,monochromatic" | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,triadic,spaceship ufo in the sky,Over-the-shoulder shot,triadic" | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="spaceship ufo in the sky,Wide shot,monochromatic" | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="spaceship ufo in the sky,Close-up,complementary" | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Close-up,complementary,streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,Close-up,complementary" | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Medium shot,analogous,streetview of reporter in seattle, spaceshit in the sky,analogous,spaceship ufo in the sky,Medium shot,analogous" | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,complementary,spaceship ufo in the sky,Close-up,complementary" | seed=1234 | cfg=13
ts=16:56:02 | fn=TTI | prompt="spaceship ufo in the sky,Medium shot,analogous" | seed=1234 | cfg=13
ts=16:56:03 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,analogous,spaceship ufo in the sky,Medium shot,analogous" | seed=1234 | cfg=13
ts=16:56:03 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Wide shot,monochromatic,streetview of reporter in seattle, spaceshit in the sky,monochromatic,spaceship ufo in the sky,Wide shot,monochromatic" | seed=1234 | cfg=13
ts=16:56:03 | fn=TTI | prompt="ship in the sky over city of seattle at night,spaceship ufo in the sky,Over-the-shoulder shot,triadic,streetview of reporter in seattle, spaceshit in the sky,triadic,spaceship ufo in the sky,Over-the-shoulder shot,triadic" | seed=1234 | cfg=13
ts=16:58:14 | fn=TTI | prompt="ship in the sky over city of seattle at night,Wide shot,monochromatic" | seed=1234 | cfg=13
ts=16:58:14 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,Close-up,complementary" | seed=1234 | cfg=13
ts=16:58:14 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,Medium shot,analogous" | seed=1234 | cfg=13
ts=16:58:14 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,Wide shot,monochromatic" | seed=1234 | cfg=13
ts=16:58:14 | fn=TTI | prompt="ship in the sky over city of seattle at night,Medium shot,analogous" | seed=1234 | cfg=13
ts=16:58:14 | fn=TTI | prompt="ship in the sky over city of seattle at night,Close-up,complementary" | seed=1234 | cfg=13
ts=16:58:14 | fn=TTI | prompt="ship in the sky over city of seattle at night,Over-the-shoulder shot,triadic" | seed=1234 | cfg=13
ts=16:58:14 | fn=TTI | prompt="streetview of reporter in seattle, spaceshit in the sky,Over-the-shoulder shot,triadic" | seed=1234 | cfg=13
ts=16:58:51 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky,Impressionism,Triad,streetview of reporter in seattle, spaceshit in the sky,Triad,spaceship ufo in the sky,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:58:51 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky,Baroque,Complementary,streetview of reporter in seattle, spaceshit in the sky,Complementary,spaceship ufo in the sky,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:58:51 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Close-up,complementary" | seed=1234 | cfg=13
ts=16:58:51 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky,Surrealism,Split-Complementary,streetview of reporter in seattle, spaceshit in the sky,Split-Complementary,spaceship ufo in the sky,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:58:51 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Wide shot,monochromatic" | seed=1234 | cfg=13
ts=16:58:51 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Over-the-shoulder shot,triadic" | seed=1234 | cfg=13
ts=16:58:51 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Medium shot,analogous" | seed=1234 | cfg=13
ts=16:58:51 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky,Renaissance,Analogous,streetview of reporter in seattle, spaceshit in the sky,Analogous,spaceship ufo in the sky,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Close-up,complementary" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Medium shot,analogous" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Over-the-shoulder shot,triadic" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky,Surrealism,Split-Complementary,streetview of reporter in seattle, spaceship ufo in the sky,Split-Complementary,spaceship ufo in the sky,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Complementary,spaceship ufo in the sky,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Analogous,spaceship ufo in the sky,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Triad,spaceship ufo in the sky,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky,Baroque,Complementary,streetview of reporter in seattle, spaceship ufo in the sky,Complementary,spaceship ufo in the sky,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky,Renaissance,Analogous,streetview of reporter in seattle, spaceship ufo in the sky,Analogous,spaceship ufo in the sky,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:59:03 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky,Impressionism,Triad,streetview of reporter in seattle, spaceship ufo in the sky,Triad,spaceship ufo in the sky,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:59:07 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Wide shot,monochromatic" | seed=1234 | cfg=13
ts=16:59:08 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Split-Complementary,spaceship ufo in the sky,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:59:19 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:59:19 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:59:19 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Complementary,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:59:19 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Renaissance,Analogous,streetview of reporter in seattle, spaceship ufo in the sky,Analogous,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:59:19 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot,triadic" | seed=1234 | cfg=13
ts=16:59:19 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Medium shot,analogous" | seed=1234 | cfg=13
ts=16:59:19 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:59:19 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Surrealism,Split-Complementary,streetview of reporter in seattle, spaceship ufo in the sky,Split-Complementary,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:59:20 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Analogous,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:59:20 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Wide shot,monochromatic" | seed=1234 | cfg=13
ts=16:59:24 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Renaissance,Analogous" | seed=1234 | cfg=13
ts=16:59:25 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Close-up,complementary" | seed=1234 | cfg=13
ts=16:59:25 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Triad,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:59:25 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Split-Complementary,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=16:59:25 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Baroque,Complementary,streetview of reporter in seattle, spaceship ufo in the sky,Complementary,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Baroque,Complementary" | seed=1234 | cfg=13
ts=16:59:25 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Impressionism,Triad,streetview of reporter in seattle, spaceship ufo in the sky,Triad,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Impressionism,Triad" | seed=1234 | cfg=13
ts=16:59:33 | fn=GPT_LIST | prompt="art movements" | length=5
ts=16:59:33 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Medium shot," | seed=1234 | cfg=13
ts=16:59:33 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Close-up," | seed=1234 | cfg=13
ts=16:59:33 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Over-the-shoulder shot," | seed=1234 | cfg=13
ts=16:59:33 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Medium shot," | seed=1234 | cfg=13
ts=16:59:33 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Close-up," | seed=1234 | cfg=13
ts=16:59:33 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Medium shot," | seed=1234 | cfg=13
ts=16:59:33 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot," | seed=1234 | cfg=13
ts=16:59:34 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Over-the-shoulder shot," | seed=1234 | cfg=13
ts=16:59:34 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Close-up," | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Medium shot,Baroque" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Wide shot,Renaissance" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Medium shot,Baroque" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Over-the-shoulder shot,Surrealism" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Medium shot,Baroque" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Wide shot,Renaissance" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Over-the-shoulder shot,Surrealism" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Close-up,Impressionism" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot,Surrealism" | seed=1234 | cfg=13
ts=16:59:39 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Wide shot,Renaissance" | seed=1234 | cfg=13
ts=16:59:44 | fn=TTI | prompt="ufoi spaceship in the night sky over the city seattle,Close-up,Impressionism" | seed=1234 | cfg=13
ts=16:59:44 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Close-up,Impressionism" | seed=1234 | cfg=13
ts=17:00:04 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Wide shot,Renaissance" | seed=1234 | cfg=13
ts=17:00:04 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Close-up,Impressionism" | seed=1234 | cfg=13
ts=17:00:04 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Surrealism,Split-Complementary,streetview of reporter in seattle, spaceship ufo in the sky,Split-Complementary,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Surrealism,Split-Complementary" | seed=1234 | cfg=13
ts=17:00:04 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Over-the-shoulder shot,Surrealism" | seed=1234 | cfg=13
ts=17:00:04 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Impressionism,Triad,streetview of reporter in seattle, spaceship ufo in the sky,Triad,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Impressionism,Triad" | seed=1234 | cfg=13
